LOCFileNumber,order_office,OrderDate,CustomerName,snapshot_date,wo_count,has_wo_flag
LOC-1-2603-000134,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000135,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000136,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000137,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000152,FKSSBY,2026-03-03,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000157,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000158,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000159,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000160,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000161,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000162,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000163,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000164,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000165,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000166,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000167,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000168,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000169,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000170,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000171,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000172,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000173,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000174,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000175,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000176,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000179,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000180,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000181,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000182,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000183,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000184,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000185,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000186,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000187,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000188,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000189,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000190,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000191,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000192,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000193,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000194,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000195,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000196,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000197,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000198,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000199,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000200,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000201,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000202,FKSSBY,2026-03-03,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000203,FKSSBY,2026-03-05,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000210,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000211,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000212,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000213,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000214,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000215,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000216,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000217,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000218,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000219,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000220,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000221,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000222,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000223,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000224,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000231,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000232,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000233,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000234,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000235,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000236,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000237,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000238,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000239,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000240,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000241,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000242,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000243,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000244,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000245,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000246,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000247,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000248,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000249,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000250,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000254,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000255,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000256,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000257,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000258,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000259,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000260,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000261,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000262,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000263,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000264,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000265,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000266,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000267,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000268,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000269,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000270,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000273,FKSSBY,2026-03-06,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000299,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000300,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000301,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000302,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000303,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000304,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000305,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000306,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000307,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000308,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000309,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000310,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000311,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000312,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000313,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000314,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000315,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000316,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000317,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000318,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000321,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000322,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000323,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000324,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000325,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000326,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000327,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000328,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000329,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000330,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000337,FKSSBY,2026-03-06,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000338,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000339,FKSSBY,2026-03-03,PT. NEW HOPE JAWA TIMUR,2026-03-30,1,1
LOC-1-2603-000340,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000341,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000342,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000343,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000344,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000345,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000346,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000348,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000349,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000356,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000357,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000358,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000359,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000360,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000361,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000362,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000363,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000364,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000365,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000366,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000367,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000368,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000369,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000374,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000375,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000376,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000378,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000379,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000380,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000381,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000382,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000385,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000386,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000389,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000390,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000391,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000392,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000393,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000394,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000395,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000397,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000398,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000399,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000400,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000405,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000406,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000407,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000408,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000409,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000410,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000413,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000414,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000415,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000416,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000442,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000443,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000444,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000445,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000446,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000447,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000448,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000449,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000450,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000451,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000452,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000453,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000455,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000456,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000458,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000459,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000460,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000461,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000462,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000463,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000464,FKSSBY,2026-03-09,PT. FKS MULTI AGRO TBK,2026-03-30,1,1
LOC-1-2603-000465,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000466,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000467,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000468,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000469,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000470,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000471,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000472,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000473,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000474,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000475,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000476,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000477,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000478,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000479,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000480,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000481,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000482,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000483,FKSSBY,2026-03-03,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000485,FKSSBY,2026-03-09,PT Kaldu Sari Nabati Indonesia,2026-03-30,1,1
LOC-1-2603-000490,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000491,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
LOC-1-2603-000492,FKSSBY,2026-03-06,PT.WAHANA INTRADERMAGA NIAGA,2026-03-30,1,1
