order_office,LOCFileNumber,loc_revenue_idr
FKSCLG,LOC-2-2604-000061,1740000
FKSCLG,LOC-2-2604-000065,5969376
FKSCLG,LOC-2-2604-000080,3050000
FKSCLG,LOC-2-2604-000084,3950000
FKSCLG,LOC-2-2604-000085,3950000
FKSCLG,LOC-2-2604-000086,3950000
FKSCLG,LOC-2-2604-000087,3950000
FKSCLG,LOC-2-2604-000088,3950000
FKSCLG,LOC-2-2604-000090,5230614
FKSCLG,LOC-2-2604-000091,6448614
FKSCLG,LOC-2-2604-000092,6451572
FKSCLG,LOC-2-2604-000094,4144000
FKSCLG,LOC-2-2604-000095,4144000
FKSCLG,LOC-2-2604-000096,4144000
FKSCLG,LOC-2-2604-000097,4144000
FKSCLG,LOC-2-2604-000098,4144000
FKSCLG,LOC-2-2604-000099,4144000
FKSCLG,LOC-2-2604-000100,4144000
FKSCLG,LOC-2-2604-000101,4144000
FKSCLG,LOC-2-2604-000102,4144000
FKSCLG,LOC-2-2604-000103,4144000
FKSCLG,LOC-2-2604-000104,3737000
FKSCLG,LOC-2-2604-000105,11500000
FKSCLG,LOC-2-2604-000106,3225000
FKSCLG,LOC-2-2604-000107,3225000
FKSCLG,LOC-2-2604-000111,2970000
FKSCLG,LOC-2-2604-000127,4144000
FKSCLG,LOC-2-2604-000128,4144000
FKSCLG,LOC-2-2604-000129,4144000
FKSCLG,LOC-2-2604-000130,4144000
FKSCLG,LOC-2-2604-000131,4144000
FKSCLG,LOC-2-2604-000132,3737000
FKSCLG,LOC-2-2604-000133,4144000
FKSCLG,LOC-2-2604-000134,4144000
FKSCLG,LOC-2-2604-000135,4144000
FKSCLG,LOC-2-2604-000136,4144000
FKSCLG,LOC-2-2604-000137,4144000
FKSCLG,LOC-2-2604-000138,4144000
FKSCLG,LOC-2-2604-000139,6467928
FKSCLG,LOC-2-2604-000140,6449484
FKSCLG,LOC-2-2604-000141,6452790
FKSCLG,LOC-2-2604-000143,3225000
FKSCLG,LOC-2-2604-000144,2400000
FKSCLG,LOC-2-2604-000148,2200000
FKSCLG,LOC-2-2604-000149,2300000
FKSCLG,LOC-2-2604-000154,6454356
FKSCLG,LOC-2-2604-000155,6450528
FKSCLG,LOC-2-2604-000159,6335000
FKSCLG,LOC-2-2604-000160,1190000
FKSCLG,LOC-2-2604-000165,5239662
FKSCLG,LOC-2-2604-000167,3920000
FKSCLG,LOC-2-2604-000168,4144000
FKSCLG,LOC-2-2604-000169,4144000
FKSCLG,LOC-2-2604-000170,4144000
FKSCLG,LOC-2-2604-000171,4144000
FKSCLG,LOC-2-2604-000172,4144000
FKSCLG,LOC-2-2604-000173,4144000
FKSCLG,LOC-2-2604-000174,6449484
FKSCLG,LOC-2-2604-000175,6449136
FKSCLG,LOC-2-2604-000176,4144000
FKSCLG,LOC-2-2604-000177,4144000
FKSCLG,LOC-2-2604-000178,4144000
FKSCLG,LOC-2-2604-000179,1190000
FKSCLG,LOC-2-2604-000180,6450528
FKSCLG,LOC-2-2604-000181,900000
FKSCLG,LOC-2-2604-000182,900000
FKSCLG,LOC-2-2604-000183,1300000
FKSCLG,LOC-2-2604-000184,2970000
FKSCLG,LOC-2-2604-000185,900000
FKSCLG,LOC-2-2604-000186,1000000
FKSCLG,LOC-2-2604-000190,1890000
FKSCLG,LOC-2-2604-000191,3915000
FKSCLG,LOC-2-2604-000192,3869875
FKSCLG,LOC-2-2604-000193,2150000
FKSCLG,LOC-2-2604-000194,1280000
FKSCLG,LOC-2-2604-000208,900000
FKSCLG,LOC-2-2604-000209,1000000
FKSCLG,LOC-2-2604-000210,3150000
FKSCLG,LOC-2-2604-000211,6451224
FKSCLG,LOC-2-2604-000212,6454878
FKSCLG,LOC-2-2604-000213,6452442
FKSCLG,LOC-2-2604-000214,4144000
FKSCLG,LOC-2-2604-000215,4144000
FKSCLG,LOC-2-2604-000216,4144000
FKSCLG,LOC-2-2604-000217,4144000
FKSCLG,LOC-2-2604-000218,4144000
FKSCLG,LOC-2-2604-000219,4144000
FKSCLG,LOC-2-2604-000220,6017328
FKSCLG,LOC-2-2604-000221,4144000
FKSCLG,LOC-2-2604-000222,4144000
FKSCLG,LOC-2-2604-000223,4144000
FKSCLG,LOC-2-2604-000224,4144000
FKSCLG,LOC-2-2604-000225,3901760
FKSCLG,LOC-2-2604-000226,4175760
FKSCLG,LOC-2-2604-000227,4101780
FKSCLG,LOC-2-2604-000228,4271660
FKSCLG,LOC-2-2604-000229,4118220
FKSCLG,LOC-2-2604-000230,3953820
FKSCLG,LOC-2-2604-000231,3945600
FKSCLG,LOC-2-2604-000232,4734720
FKSCLG,LOC-2-2604-000233,4559360
FKSCLG,LOC-2-2604-000234,3471580
FKSCLG,LOC-2-2604-000235,4488120
FKSCLG,LOC-2-2604-000236,4496340
FKSCLG,LOC-2-2604-000237,4992280
FKSCLG,LOC-2-2604-000238,4299060
FKSCLG,LOC-2-2604-000239,4463460
FKSCLG,LOC-2-2604-000240,4814180
FKSCLG,LOC-2-2604-000241,4447020
FKSCLG,LOC-2-2604-000242,3562000
FKSCLG,LOC-2-2604-000243,3663380
FKSCLG,LOC-2-2604-000244,3378420
FKSCLG,LOC-2-2604-000245,3786680
FKSCLG,LOC-2-2604-000246,4320980
FKSCLG,LOC-2-2604-000247,6597800
FKSCLG,LOC-2-2604-000248,2346940
FKSCLG,LOC-2-2604-000249,2641890
FKSCLG,LOC-2-2604-000250,2245980
FKSCLG,LOC-2-2604-000251,2449330
FKSCLG,LOC-2-2604-000252,2424430
FKSCLG,LOC-2-2604-000253,2626120
FKSCLG,LOC-2-2604-000254,2558890
FKSCLG,LOC-2-2604-000255,3031440
FKSCLG,LOC-2-2604-000256,3117120
FKSCLG,LOC-2-2604-000257,3088560
FKSCLG,LOC-2-2604-000258,3122220
FKSCLG,LOC-2-2604-000259,3121200
FKSCLG,LOC-2-2604-000260,3096720
FKSCLG,LOC-2-2604-000261,2626950
FKSCLG,LOC-2-2604-000262,3916250
FKSCLG,LOC-2-2604-000263,6781527
FKSCLG,LOC-2-2604-000264,4360000
FKSCLG,LOC-2-2604-000266,9937824
FKSCLG,LOC-2-2604-000267,3010000
FKSCLG,LOC-2-2604-000272,900000
FKSCLG,LOC-2-2604-000276,4830000
FKSCLG,LOC-2-2604-000277,2834580
FKSCLG,LOC-2-2604-000282,2970000
FKSCLG,LOC-2-2604-000284,1600000
FKSCLG,LOC-2-2604-000285,2360520
FKSCLG,LOC-2-2604-000286,2239340
FKSCLG,LOC-2-2604-000287,2348900
FKSCLG,LOC-2-2604-000288,2461780
FKSCLG,LOC-2-2604-000289,2679540
FKSCLG,LOC-2-2604-000290,2860080
FKSCLG,LOC-2-2604-000291,3148740
FKSCLG,LOC-2-2604-000292,2986560
FKSCLG,LOC-2-2604-000293,3032460
FKSCLG,LOC-2-2604-000295,4120960
FKSCLG,LOC-2-2604-000296,4041500
FKSCLG,LOC-2-2604-000297,4162060
FKSCLG,LOC-2-2604-000298,4079860
FKSCLG,LOC-2-2604-000299,3948340
FKSCLG,LOC-2-2604-000300,4000400
FKSCLG,LOC-2-2604-000301,4063420
FKSCLG,LOC-2-2604-000302,4142880
FKSCLG,LOC-2-2604-000303,3775720
FKSCLG,LOC-2-2604-000304,3751060
FKSCLG,LOC-2-2604-000305,3918200
FKSCLG,LOC-2-2604-000306,3912720
FKSCLG,LOC-2-2604-000307,3934640
FKSCLG,LOC-2-2604-000308,4052460
FKSCLG,LOC-2-2604-000309,4049720
FKSCLG,LOC-2-2604-000310,4120960
FKSCLG,LOC-2-2604-000311,4090820
FKSCLG,LOC-2-2604-000312,4085340
FKSCLG,LOC-2-2604-000313,4093560
FKSCLG,LOC-2-2604-000314,3866140
FKSCLG,LOC-2-2604-000315,1000000
FKSCLG,LOC-2-2604-000316,4144000
FKSCLG,LOC-2-2604-000317,4144000
FKSCLG,LOC-2-2604-000318,4144000
FKSCLG,LOC-2-2604-000319,4144000
FKSCLG,LOC-2-2604-000320,4144000
FKSCLG,LOC-2-2604-000321,6448440
FKSCLG,LOC-2-2604-000322,6447744
FKSCLG,LOC-2-2604-000323,6465666
FKSCLG,LOC-2-2604-000324,6454008
FKSCLG,LOC-2-2604-000325,5228004
FKSCLG,LOC-2-2604-000326,5232180
FKSCLG,LOC-2-2604-000327,5230092
FKSCLG,LOC-2-2604-000328,4144000
FKSCLG,LOC-2-2604-000329,4144000
FKSCLG,LOC-2-2604-000331,3063281
FKSCLG,LOC-2-2604-000332,3094821
FKSCLG,LOC-2-2604-000335,2470000
FKSCLG,LOC-2-2604-000342,5360000
FKSCLG,LOC-2-2604-000345,10360000
FKSCLG,LOC-2-2604-000347,7333200
FKSCLG,LOC-2-2604-000348,4144000
FKSCLG,LOC-2-2604-000349,4144000
FKSCLG,LOC-2-2604-000350,4144000
FKSCLG,LOC-2-2604-000351,6452790
FKSCLG,LOC-2-2604-000352,6460620
FKSCLG,LOC-2-2604-000353,6449310
FKSCLG,LOC-2-2604-000354,6465318
FKSCLG,LOC-2-2604-000355,6451050
FKSCLG,LOC-2-2604-000359,800000
FKSCLG,LOC-2-2604-000360,2430000
FKSCLG,LOC-2-2604-000363,1413184
FKSCLG,LOC-2-2604-000369,4144000
FKSCLG,LOC-2-2604-000370,4144000
FKSCLG,LOC-2-2604-000375,1050000
FKSCLG,LOC-2-2604-000380,4144000
FKSCLG,LOC-2-2604-000381,1000000
FKSCLG,LOC-2-2604-000386,11500000
FKSCLG,LOC-2-2604-000388,1000000
FKSCLG,LOC-2-2604-000389,1530000
FKSCLG,LOC-2-2604-000390,6451050
FKSCLG,LOC-2-2604-000391,6458184
FKSCLG,LOC-2-2604-000392,6462360
FKSCLG,LOC-2-2604-000393,6450006
FKSCLG,LOC-2-2604-000394,6454704
FKSCLG,LOC-2-2604-000395,6451746
FKSCLG,LOC-2-2604-000396,4144000
FKSCLG,LOC-2-2604-000397,4144000
FKSCLG,LOC-2-2604-000398,4144000
FKSCLG,LOC-2-2604-000399,4144000
FKSCLG,LOC-2-2604-000400,4144000
FKSCLG,LOC-2-2604-000401,4144000
FKSCLG,LOC-2-2604-000402,4144000
FKSCLG,LOC-2-2604-000403,4144000
FKSCLG,LOC-2-2604-000404,3737000
FKSCLG,LOC-2-2604-000405,2302090
FKSCLG,LOC-2-2604-000407,2970000
FKSCLG,LOC-2-2604-000409,2000000
FKSCLG,LOC-2-2604-000419,3225000
FKSCLG,LOC-2-2604-000420,3225000
FKSCLG,LOC-2-2604-000425,4030000
FKSCLG,LOC-2-2604-000429,4144000
FKSCLG,LOC-2-2604-000430,4144000
FKSCLG,LOC-2-2604-000431,4144000
FKSCLG,LOC-2-2604-000432,4144000
FKSCLG,LOC-2-2604-000433,4144000
FKSCLG,LOC-2-2604-000434,4144000
FKSCLG,LOC-2-2604-000435,4144000
FKSCLG,LOC-2-2604-000436,4144000
FKSCLG,LOC-2-2604-000437,3737000
FKSCLG,LOC-2-2604-000438,6449658
FKSCLG,LOC-2-2604-000439,6463752
FKSCLG,LOC-2-2604-000440,6454008
FKSCLG,LOC-2-2604-000445,4340169
FKSCLG,LOC-2-2604-000446,5549440
FKSCLG,LOC-2-2604-000447,10049600
FKSCLG,LOC-2-2604-000448,9933000
FKSCLG,LOC-2-2604-000449,3913000
FKSCLG,LOC-2-2604-000450,3916250
FKSCLG,LOC-2-2604-000451,2094470
FKSCLG,LOC-2-2604-000452,2093000
FKSCLG,LOC-2-2604-000454,2874240
FKSCLG,LOC-2-2604-000455,4600000
FKSCLG,LOC-2-2604-000456,6933272
FKSCLG,LOC-2-2604-000457,6916050
FKSCLG,LOC-2-2604-000458,3889470
FKSCLG,LOC-2-2604-000459,3249048
FKSCLG,LOC-2-2604-000460,2328627
FKSCLG,LOC-2-2604-000461,2328999
FKSCLG,LOC-2-2604-000462,3745000
FKSCLG,LOC-2-2604-000463,3745000
FKSCLG,LOC-2-2604-000464,5400000
FKSCLG,LOC-2-2604-000465,5400000
FKSCLG,LOC-2-2604-000466,5297610
FKSCLG,LOC-2-2604-000467,2580860
FKSCLG,LOC-2-2604-000468,2555060
FKSCLG,LOC-2-2604-000469,1740000
FKSCLG,LOC-2-2604-000470,4384000
FKSCLG,LOC-2-2604-000471,4230560
FKSCLG,LOC-2-2604-000472,3534600
FKSCLG,LOC-2-2604-000473,3742840
FKSCLG,LOC-2-2604-000474,3572960
FKSCLG,LOC-2-2604-000475,3718180
FKSCLG,LOC-2-2604-000476,4257960
FKSCLG,LOC-2-2604-000477,3485280
FKSCLG,LOC-2-2604-000479,2535960
FKSCLG,LOC-2-2604-000480,2378880
FKSCLG,LOC-2-2604-000481,2432640
FKSCLG,LOC-2-2604-000482,2184000
FKSCLG,LOC-2-2604-000483,2276400
FKSCLG,LOC-2-2604-000484,2425080
FKSCLG,LOC-2-2604-000485,2533440
FKSCLG,LOC-2-2604-000486,2490600
FKSCLG,LOC-2-2604-000487,2453640
FKSCLG,LOC-2-2604-000488,2273040
FKSCLG,LOC-2-2604-000489,2302440
FKSCLG,LOC-2-2604-000490,2446080
FKSCLG,LOC-2-2604-000491,2509920
FKSCLG,LOC-2-2604-000492,2441040
FKSCLG,LOC-2-2604-000493,2523360
FKSCLG,LOC-2-2604-000494,2438520
FKSCLG,LOC-2-2604-000495,2938532
FKSCLG,LOC-2-2604-000496,4425400
FKSCLG,LOC-2-2604-000497,1720000
FKSCLG,LOC-2-2604-000498,2871264
FKSCLG,LOC-2-2604-000500,5250000
FKSCLG,LOC-2-2604-000501,2834268
FKSCLG,LOC-2-2604-000502,1050000
FKSCLG,LOC-2-2604-000503,2973600
FKSCLG,LOC-2-2604-000504,3920000
FKSCLG,LOC-2-2604-000507,1720000
FKSCLG,LOC-2-2604-000508,10027600
FKSCLG,LOC-2-2604-000509,4579300
FKSCLG,LOC-2-2604-000510,1860000
FKSCLG,LOC-2-2604-000511,3920000
FKSCLG,LOC-2-2604-000512,3920000
FKSCLG,LOC-2-2604-000513,3920000
FKSCLG,LOC-2-2604-000514,3920000
FKSCLG,LOC-2-2604-000515,2728780
FKSCLG,LOC-2-2604-000516,2578280
FKSCLG,LOC-2-2604-000517,2523240
FKSCLG,LOC-2-2604-000519,6604650
FKSCLG,LOC-2-2604-000520,6942000
FKSCLG,LOC-2-2604-000521,6306300
FKSCLG,LOC-2-2604-000522,9190350
FKSCLG,LOC-2-2604-000523,8860800
FKSCLG,LOC-2-2604-000524,9465300
FKSCLG,LOC-2-2604-000525,8876400
FKSCLG,LOC-2-2604-000526,8786700
FKSCLG,LOC-2-2604-000527,9675900
FKSCLG,LOC-2-2604-000528,4393400
FKSCLG,LOC-2-2604-000529,4600000
FKSCLG,LOC-2-2604-000530,2371020
FKSCLG,LOC-2-2604-000531,2462180
FKSCLG,LOC-2-2604-000532,2352960
FKSCLG,LOC-2-2604-000533,2463040
FKSCLG,LOC-2-2604-000534,2564520
FKSCLG,LOC-2-2604-000535,2592040
FKSCLG,LOC-2-2604-000536,2604080
FKSCLG,LOC-2-2604-000537,1411338
FKSCLG,LOC-2-2604-000538,2093070
FKSCLG,LOC-2-2604-000539,2785536
FKSCLG,LOC-2-2604-000540,3543540
FKSCLG,LOC-2-2604-000542,4144000
FKSCLG,LOC-2-2604-000543,4144000
FKSCLG,LOC-2-2604-000545,6335000
FKSCLG,LOC-2-2604-000546,6335000
FKSCLG,LOC-2-2604-000547,1000000
FKSCLG,LOC-2-2604-000548,10360000
FKSCLG,LOC-2-2604-000552,3737000
FKSCLG,LOC-2-2604-000553,4144000
FKSCLG,LOC-2-2604-000554,4144000
FKSCLG,LOC-2-2604-000555,4144000
FKSCLG,LOC-2-2604-000556,6450528
FKSCLG,LOC-2-2604-000557,6448614
FKSCLG,LOC-2-2604-000558,6450180
FKSCLG,LOC-2-2604-000559,5231658
FKSCLG,LOC-2-2604-000562,4144000
FKSCLG,LOC-2-2604-000563,4144000
FKSCLG,LOC-2-2604-000564,4144000
FKSCLG,LOC-2-2604-000565,4144000
FKSCLG,LOC-2-2604-000566,4144000
FKSCLG,LOC-2-2604-000567,1740000
FKSCLG,LOC-2-2604-000571,1800000
FKSCLG,LOC-2-2604-000572,1800000
FKSCLG,LOC-2-2604-000574,900000
FKSCLG,LOC-2-2604-000575,1000000
FKSCLG,LOC-2-2604-000577,2000000
FKSCLG,LOC-2-2604-000578,1400000
FKSCLG,LOC-2-2604-000584,2970000
FKSCLG,LOC-2-2604-000595,1740000
FKSCLG,LOC-2-2604-000596,1740000
FKSCLG,LOC-2-2604-000599,4144000
FKSCLG,LOC-2-2604-000600,4144000
FKSCLG,LOC-2-2604-000601,4144000
FKSCLG,LOC-2-2604-000602,4144000
FKSCLG,LOC-2-2604-000603,4144000
FKSCLG,LOC-2-2604-000605,6449484
FKSCLG,LOC-2-2604-000606,6458010
FKSCLG,LOC-2-2604-000607,6447222
FKSCLG,LOC-2-2604-000608,6463404
FKSCLG,LOC-2-2604-000610,4144000
FKSCLG,LOC-2-2604-000611,0
FKSCLG,LOC-2-2604-000612,3737000
FKSCLG,LOC-2-2604-000613,2866380
FKSCLG,LOC-2-2604-000614,6335000
FKSCLG,LOC-2-2604-000615,3745000
FKSCLG,LOC-2-2604-000616,3225000
FKSCLG,LOC-2-2604-000617,3150000
FKSCLG,LOC-2-2604-000618,3150000
FKSCLG,LOC-2-2604-000619,2092930
FKSCLG,LOC-2-2604-000620,8657200
FKSCLG,LOC-2-2604-000621,1000000
FKSCLG,LOC-2-2604-000622,1000000
FKSCLG,LOC-2-2604-000624,1000000
FKSCLG,LOC-2-2604-000625,2730000
FKSCLG,LOC-2-2604-000627,2809489.2
FKSCLG,LOC-2-2604-000629,2150000
FKSCLG,LOC-2-2604-000630,3053700
FKSCLG,LOC-2-2604-000631,3010000
FKSCLG,LOC-2-2604-000632,3010000
FKSCLG,LOC-2-2604-000633,3737000
FKSCLG,LOC-2-2604-000634,3737000
FKSCLG,LOC-2-2604-000635,4144000
FKSCLG,LOC-2-2604-000636,4144000
FKSCLG,LOC-2-2604-000637,4144000
FKSCLG,LOC-2-2604-000638,4144000
FKSCLG,LOC-2-2604-000639,4144000
FKSCLG,LOC-2-2604-000640,4144000
FKSCLG,LOC-2-2604-000641,5228178
FKSCLG,LOC-2-2604-000642,5229570
FKSCLG,LOC-2-2604-000648,3360000
FKSCLG,LOC-2-2604-000649,4440000
FKSCLG,LOC-2-2604-000651,2730000
FKSCLG,LOC-2-2604-000653,1740000
FKSCLG,LOC-2-2604-000654,1400000
FKSCLG,LOC-2-2604-000658,1000000
FKSCLG,LOC-2-2604-000659,1000000
FKSCLG,LOC-2-2604-000660,900000
FKSCLG,LOC-2-2604-000664,860000
FKSCLG,LOC-2-2604-000666,9293700
FKSCLG,LOC-2-2604-000667,8730150
FKSCLG,LOC-2-2604-000668,9202050
FKSCLG,LOC-2-2604-000669,9453600
FKSCLG,LOC-2-2604-000670,9180600
FKSCLG,LOC-2-2604-000671,8962200
FKSCLG,LOC-2-2604-000672,9135750
FKSCLG,LOC-2-2604-000673,9344400
FKSCLG,LOC-2-2604-000674,8851050
FKSCLG,LOC-2-2604-000675,9133800
FKSCLG,LOC-2-2604-000676,9098700
FKSCLG,LOC-2-2604-000677,9590100
FKSCLG,LOC-2-2604-000678,9014850
FKSCLG,LOC-2-2604-000679,8964150
FKSCLG,LOC-2-2604-000680,8999250
FKSCLG,LOC-2-2604-000682,3916250
FKSCLG,LOC-2-2604-000683,3903250
FKSCLG,LOC-2-2604-000684,2730000
FKSCLG,LOC-2-2604-000685,2610960
FKSCLG,LOC-2-2604-000686,1392650
FKSCLG,LOC-2-2604-000688,2988500
FKSCLG,LOC-2-2604-000689,3077091
FKSCLG,LOC-2-2604-000691,3143140
FKSCLG,LOC-2-2604-000692,2869344
FKSCLG,LOC-2-2604-000696,2227720
FKSCLG,LOC-2-2604-000697,2428580
FKSCLG,LOC-2-2604-000698,2435220
FKSCLG,LOC-2-2604-000699,2294120
FKSCLG,LOC-2-2604-000700,2441860
FKSCLG,LOC-2-2604-000701,2441860
FKSCLG,LOC-2-2604-000702,2310720
FKSCLG,LOC-2-2604-000703,2347800
FKSCLG,LOC-2-2604-000704,4600000
FKSCLG,LOC-2-2604-000705,2240000
FKSCLG,LOC-2-2604-000706,2444750
FKSCLG,LOC-2-2604-000708,1411764
FKSCLG,LOC-2-2604-000710,3245235
FKSCLG,LOC-2-2604-000712,2336346
FKSCLG,LOC-2-2604-000713,9815130
FKSCLG,LOC-2-2604-000714,6909510
FKSCLG,LOC-2-2604-000715,2447560
FKSCLG,LOC-2-2604-000716,2362180
FKSCLG,LOC-2-2604-000717,2358860
FKSCLG,LOC-2-2604-000718,2126460
FKSCLG,LOC-2-2604-000719,2244320
FKSCLG,LOC-2-2604-000720,2393720
FKSCLG,LOC-2-2604-000721,2473400
FKSCLG,LOC-2-2604-000722,2124800
FKSCLG,LOC-2-2604-000726,3737000
FKSCLG,LOC-2-2604-000727,3737000
FKSCLG,LOC-2-2604-000728,4144000
FKSCLG,LOC-2-2604-000729,4144000
FKSCLG,LOC-2-2604-000730,4144000
FKSCLG,LOC-2-2604-000731,4144000
FKSCLG,LOC-2-2604-000733,6466188
FKSCLG,LOC-2-2604-000734,6450528
FKSCLG,LOC-2-2604-000735,6452616
FKSCLG,LOC-2-2604-000736,4144000
FKSCLG,LOC-2-2604-000737,2000000
FKSCLG,LOC-2-2604-000743,1740000
FKSCLG,LOC-2-2604-000744,1740000
FKSCLG,LOC-2-2604-000746,2730000
FKSCLG,LOC-2-2604-000747,900000
FKSCLG,LOC-2-2604-000748,900000
FKSCLG,LOC-2-2604-000754,1400000
FKSCLG,LOC-2-2604-000757,900000
FKSCLG,LOC-2-2604-000759,2498300
FKSCLG,LOC-2-2604-000760,2488840
FKSCLG,LOC-2-2604-000761,2496580
FKSCLG,LOC-2-2604-000762,2481960
FKSCLG,LOC-2-2604-000765,3745000
FKSCLG,LOC-2-2604-000766,3745000
FKSCLG,LOC-2-2604-000769,1000000
FKSCLG,LOC-2-2604-000770,2730000
FKSCLG,LOC-2-2604-000772,2730000
FKSCLG,LOC-2-2604-000773,1420000
FKSCLG,LOC-2-2604-000774,4144000
FKSCLG,LOC-2-2604-000775,4144000
FKSCLG,LOC-2-2604-000776,4144000
FKSCLG,LOC-2-2604-000777,4144000
FKSCLG,LOC-2-2604-000778,4144000
FKSCLG,LOC-2-2604-000779,6454878
FKSCLG,LOC-2-2604-000780,6469146
FKSCLG,LOC-2-2604-000781,6455226
FKSCLG,LOC-2-2604-000782,6451572
FKSCLG,LOC-2-2604-000783,4830000
FKSCLG,LOC-2-2604-000784,4830000
FKSCLG,LOC-2-2604-000785,4144000
FKSCLG,LOC-2-2604-000786,4144000
FKSCLG,LOC-2-2604-000787,3737000
FKSCLG,LOC-2-2604-000788,3737000
FKSCLG,LOC-2-2604-000795,2970000
FKSCLG,LOC-2-2604-000801,4144000
FKSCLG,LOC-2-2604-000803,1740000
FKSCLG,LOC-2-2604-000804,1740000
FKSCLG,LOC-2-2604-000813,2730000
FKSCLG,LOC-2-2604-000814,2730000
FKSCLG,LOC-2-2604-000816,4454800
FKSCLG,LOC-2-2604-000817,3745000
FKSCLG,LOC-2-2604-000818,3745000
FKSCLG,LOC-2-2604-000819,3737000
FKSCLG,LOC-2-2604-000820,3737000
FKSCLG,LOC-2-2604-000821,4144000
FKSCLG,LOC-2-2604-000822,4144000
FKSCLG,LOC-2-2604-000824,4144000
FKSCLG,LOC-2-2604-000825,4144000
FKSCLG,LOC-2-2604-000826,4144000
FKSCLG,LOC-2-2604-000831,5230440
FKSCLG,LOC-2-2604-000832,5231310
FKSCLG,LOC-2-2604-000833,5652480
FKSCLG,LOC-2-2604-000834,6036444
FKSCLG,LOC-2-2604-000838,1000000
FKSCLG,LOC-2-2604-000856,1650000
FKSCLG,LOC-2-2604-000859,1740000
FKSCLG,LOC-2-2604-000861,3737000
FKSCLG,LOC-2-2604-000862,3737000
FKSCLG,LOC-2-2604-000863,4144000
FKSCLG,LOC-2-2604-000864,6450876
FKSCLG,LOC-2-2604-000865,6467754
FKSCLG,LOC-2-2604-000866,6454530
FKSCLG,LOC-2-2604-000867,6455922
FKSCLG,LOC-2-2604-000868,6451050
FKSCLG,LOC-2-2604-000869,6453660
FKSCLG,LOC-2-2604-000870,4144000
FKSCLG,LOC-2-2604-000871,4144000
FKSCLG,LOC-2-2604-000872,4144000
FKSCLG,LOC-2-2604-000875,3915000
FKSCLG,LOC-2-2604-000877,1900000
FKSCLG,LOC-2-2604-000878,2715552
FKSCLG,LOC-2-2604-000879,2970000
FKSCLG,LOC-2-2604-000886,3773400
FKSCLG,LOC-2-2604-000887,912000
FKSCLG,LOC-2-2604-000889,4144000
FKSCLG,LOC-2-2604-000892,1700000
FKSCLG,LOC-2-2604-000893,4144000
FKSCLG,LOC-2-2604-000895,4144000
FKSCLG,LOC-2-2604-000896,4144000
FKSCLG,LOC-2-2604-000897,4144000
FKSCLG,LOC-2-2604-000898,4144000
FKSCLG,LOC-2-2604-000901,3737000
FKSCLG,LOC-2-2604-000912,1740000
FKSCLG,LOC-2-2604-000916,2665140
FKSCLG,LOC-2-2604-000917,2970000
FKSCLG,LOC-2-2604-000920,3909750
FKSCLG,LOC-2-2604-000921,3916250
FKSCLG,LOC-2-2604-000922,10712600
FKSCLG,LOC-2-2604-000923,10683600
FKSCLG,LOC-2-2604-000924,6655500
FKSCLG,LOC-2-2604-000925,6667100
FKSCLG,LOC-2-2604-000926,9933000
FKSCLG,LOC-2-2604-000927,3225000
FKSCLG,LOC-2-2604-000928,2874816
FKSCLG,LOC-2-2604-000929,3222180
FKSCLG,LOC-2-2604-000930,2441860
FKSCLG,LOC-2-2604-000931,2212780
FKSCLG,LOC-2-2604-000933,2420280
FKSCLG,LOC-2-2604-000934,9005100
FKSCLG,LOC-2-2604-000935,8892000
FKSCLG,LOC-2-2604-000936,9574500
FKSCLG,LOC-2-2604-000937,2391660
FKSCLG,LOC-2-2604-000938,2475940
FKSCLG,LOC-2-2604-000939,2481960
FKSCLG,LOC-2-2604-000940,2565380
FKSCLG,LOC-2-2604-000941,2484540
FKSCLG,LOC-2-2604-000942,2493140
FKSCLG,LOC-2-2604-000943,2500020
FKSCLG,LOC-2-2604-000944,2516360
FKSCLG,LOC-2-2604-000945,2454440
FKSCLG,LOC-2-2604-000946,2521520
FKSCLG,LOC-2-2604-000947,2469060
FKSCLG,LOC-2-2604-000948,2072630
FKSCLG,LOC-2-2604-000949,3222180
FKSCLG,LOC-2-2604-000951,9855690
FKSCLG,LOC-2-2604-000952,5785500
FKSCLG,LOC-2-2604-000954,2870496
FKSCLG,LOC-2-2604-000955,9996800
FKSCLG,LOC-2-2604-000958,1437608
FKSCLG,LOC-2-2604-000961,2419180
FKSCLG,LOC-2-2604-000962,4600000
FKSCLG,LOC-2-2604-000963,2391660
FKSCLG,LOC-2-2604-000964,2490560
FKSCLG,LOC-2-2604-000965,2433800
FKSCLG,LOC-2-2604-000966,2531840
FKSCLG,LOC-2-2604-000968,2095730
FKSCLG,LOC-2-2604-000971,2848962
FKSCLG,LOC-2-2604-000972,5302650
FKSCLG,LOC-2-2604-000973,3278529
FKSCLG,LOC-2-2604-000981,5300000
FKSCLG,LOC-2-2604-000984,5310600
FKSCLG,LOC-2-2604-000995,4447400
FKSCLG,LOC-2-2604-000996,3060000
FKSCLG,LOC-2-2604-000998,2776080
FKSCLG,LOC-2-2604-000999,3737000
FKSCLG,LOC-2-2604-001000,3731950
FKSCLG,LOC-2-2604-001001,4144000
FKSCLG,LOC-2-2604-001002,4144000
FKSCLG,LOC-2-2604-001004,6455574
FKSCLG,LOC-2-2604-001009,4144000
FKSCLG,LOC-2-2604-001010,4144000
FKSCLG,LOC-2-2604-001011,4144000
