order_office,LOCFileNumber,loc_revenue_idr
FKSCLG,LOC-2-2604-001013,4144000
FKSCLG,LOC-2-2604-001033,6449832
FKSCLG,LOC-2-2604-001113,1414959
FKSCLG,LOC-2-2604-001116,3816720
FKSSBY,LOC-1-2507-000414,750000
FKSSBY,LOC-1-2507-001619,750000
FKSSBY,LOC-1-2508-000158,750000
FKSSBY,LOC-1-2508-000159,750000
FKSSBY,LOC-1-2508-000192,1372140
FKSSBY,LOC-1-2508-000193,1403820
FKSSBY,LOC-1-2508-000194,1396890
FKSSBY,LOC-1-2508-000195,1432035
FKSSBY,LOC-1-2508-000196,1388475
FKSSBY,LOC-1-2508-000234,1233045
FKSSBY,LOC-1-2508-000235,1257795
FKSSBY,LOC-1-2508-000236,1304325
FKSSBY,LOC-1-2508-000237,1178595
FKSSBY,LOC-1-2508-000238,1138500
FKSSBY,LOC-1-2508-000590,750000
FKSSBY,LOC-1-2508-001386,900000
FKSSBY,LOC-1-2509-000020,900000
FKSSBY,LOC-1-2509-000266,900000
FKSSBY,LOC-1-2509-000525,750000
FKSSBY,LOC-1-2509-001228,750000
FKSSBY,LOC-1-2509-002311,5240000
FKSSBY,LOC-1-2509-002312,5216000
FKSSBY,LOC-1-2509-002313,4782400
FKSSBY,LOC-1-2509-002314,5006400
FKSSBY,LOC-1-2509-002315,5302400
FKSSBY,LOC-1-2509-002316,4916800
FKSSBY,LOC-1-2509-002317,4984000
FKSSBY,LOC-1-2509-002318,4788800
FKSSBY,LOC-1-2509-002319,5171200
FKSSBY,LOC-1-2509-002320,5032000
FKSSBY,LOC-1-2509-002321,4817600
FKSSBY,LOC-1-2509-002322,4980800
FKSSBY,LOC-1-2509-002323,4771200
FKSSBY,LOC-1-2509-002324,3787200
FKSSBY,LOC-1-2509-002325,5025600
FKSSBY,LOC-1-2509-002326,5212800
FKSSBY,LOC-1-2509-002327,4800000
FKSSBY,LOC-1-2509-002418,5025600
FKSSBY,LOC-1-2509-002419,5956800
FKSSBY,LOC-1-2509-002420,6126400
FKSSBY,LOC-1-2509-002466,5001600
FKSSBY,LOC-1-2509-002467,4971200
FKSSBY,LOC-1-2509-002596,2400372
FKSSBY,LOC-1-2509-002598,2414724
FKSSBY,LOC-1-2510-000114,6256000
FKSSBY,LOC-1-2510-000115,6119150
FKSSBY,LOC-1-2510-000269,750000
FKSSBY,LOC-1-2510-000330,6019445
FKSSBY,LOC-1-2510-000331,5909965
FKSSBY,LOC-1-2510-000332,5857180
FKSSBY,LOC-1-2510-000449,5608895
FKSSBY,LOC-1-2510-000598,5495505
FKSSBY,LOC-1-2511-000028,750000
FKSSBY,LOC-1-2511-000338,5062400
FKSSBY,LOC-1-2511-000339,5164800
FKSSBY,LOC-1-2511-000340,5036800
FKSSBY,LOC-1-2511-000341,5259200
FKSSBY,LOC-1-2511-000342,5017600
FKSSBY,LOC-1-2511-000343,5355200
FKSSBY,LOC-1-2511-000344,5105600
FKSSBY,LOC-1-2511-000345,5201600
FKSSBY,LOC-1-2511-000346,5348800
FKSSBY,LOC-1-2511-000347,5022400
FKSSBY,LOC-1-2511-000348,5496000
FKSSBY,LOC-1-2511-000349,5150400
FKSSBY,LOC-1-2511-000350,4878400
FKSSBY,LOC-1-2511-000351,5227200
FKSSBY,LOC-1-2511-000352,5212800
FKSSBY,LOC-1-2511-000353,5107200
FKSSBY,LOC-1-2511-000354,5289600
FKSSBY,LOC-1-2511-000355,5209600
FKSSBY,LOC-1-2511-000356,5337600
FKSSBY,LOC-1-2511-000357,5025600
FKSSBY,LOC-1-2511-000358,5304000
FKSSBY,LOC-1-2511-000378,5268800
FKSSBY,LOC-1-2511-000379,5124800
FKSSBY,LOC-1-2511-000380,5283200
FKSSBY,LOC-1-2511-000381,5179200
FKSSBY,LOC-1-2511-000382,5113600
FKSSBY,LOC-1-2511-000383,5304000
FKSSBY,LOC-1-2511-000384,5067200
FKSSBY,LOC-1-2511-000385,5299200
FKSSBY,LOC-1-2511-000386,5203200
FKSSBY,LOC-1-2511-000387,5225600
FKSSBY,LOC-1-2511-000388,5366400
FKSSBY,LOC-1-2511-000403,5112000
FKSSBY,LOC-1-2511-000404,5123200
FKSSBY,LOC-1-2511-000405,5019200
FKSSBY,LOC-1-2511-000406,5331200
FKSSBY,LOC-1-2511-000407,5214400
FKSSBY,LOC-1-2511-000408,4854400
FKSSBY,LOC-1-2511-000409,5171200
FKSSBY,LOC-1-2511-000410,5067200
FKSSBY,LOC-1-2512-000069,1801929
FKSSBY,LOC-1-2512-000070,1804188
FKSSBY,LOC-1-2512-000071,1825272
FKSSBY,LOC-1-2512-000072,1901325
FKSSBY,LOC-1-2512-000073,1897560
FKSSBY,LOC-1-2512-000074,1884759
FKSSBY,LOC-1-2512-000075,1790634
FKSSBY,LOC-1-2512-000076,1877229
FKSSBY,LOC-1-2512-000957,4943400
FKSSBY,LOC-1-2512-001038,1913617.2
FKSSBY,LOC-1-2512-001039,1918542.56
FKSSBY,LOC-1-2512-001087,1931436.5399999998
FKSSBY,LOC-1-2512-001088,1868906.16
FKSSBY,LOC-1-2512-001089,4943400
FKSSBY,LOC-1-2512-001145,1395355.5000000002
FKSSBY,LOC-1-2512-001146,1403209.4999999998
FKSSBY,LOC-1-2512-001215,1388111.9999999998
FKSSBY,LOC-1-2512-001216,1064184
FKSSBY,LOC-1-2512-001217,4397800
FKSSBY,LOC-1-2512-001219,4396700
FKSSBY,LOC-1-2512-001278,1536150
FKSSBY,LOC-1-2512-001279,1198560
FKSSBY,LOC-1-2512-001331,1316634
FKSSBY,LOC-1-2512-001348,1762794
FKSSBY,LOC-1-2512-001349,1810006
FKSSBY,LOC-1-2512-001350,1780658
FKSSBY,LOC-1-2512-001351,1773002
FKSSBY,LOC-1-2512-001352,1791504
FKSSBY,LOC-1-2512-001353,1766622
FKSSBY,LOC-1-2512-001391,1762156
FKSSBY,LOC-1-2512-001392,1827870
FKSSBY,LOC-1-2512-001393,1806816
FKSSBY,LOC-1-2512-001394,1745568
FKSSBY,LOC-1-2512-001396,1792780
FKSSBY,LOC-1-2512-001397,1791504
FKSSBY,LOC-1-2512-001398,1799798
FKSSBY,LOC-1-2512-001399,1773002
FKSSBY,LOC-1-2512-001400,1746844
FKSSBY,LOC-1-2512-001401,1748120
FKSSBY,LOC-1-2512-001402,1771726
FKSSBY,LOC-1-2512-001403,1808092
FKSSBY,LOC-1-2512-001404,1820214
FKSSBY,LOC-1-2512-001405,1780658
FKSSBY,LOC-1-2512-001406,1782572
FKSSBY,LOC-1-2512-001407,1796608
FKSSBY,LOC-1-2512-001408,1757690
FKSSBY,LOC-1-2512-001409,1785762
FKSSBY,LOC-1-2512-001410,1724514
FKSSBY,LOC-1-2512-001411,1743654
FKSSBY,LOC-1-2512-001412,1790866
FKSSBY,LOC-1-2512-001413,1813834
FKSSBY,LOC-1-2512-001414,1804264
FKSSBY,LOC-1-2512-001415,1778744
FKSSBY,LOC-1-2512-001416,1810644
FKSSBY,LOC-1-2512-001417,1801712
FKSSBY,LOC-1-2512-001418,1797884
FKSSBY,LOC-1-2512-001419,1788314
FKSSBY,LOC-1-2512-001420,1813196
FKSSBY,LOC-1-2512-001421,1801712
FKSSBY,LOC-1-2512-001422,1750672
FKSSBY,LOC-1-2512-001436,1760242
FKSSBY,LOC-1-2601-000020,1450878
FKSSBY,LOC-1-2601-000395,1871892
FKSSBY,LOC-1-2601-001226,4939000
FKSSBY,LOC-1-2601-001388,1832999.52
FKSSBY,LOC-1-2601-001616,1878616.52
FKSSBY,LOC-1-2601-001718,1794445.18
FKSSBY,LOC-1-2601-002073,1871892
FKSSBY,LOC-1-2601-002110,1775924.0399999998
FKSSBY,LOC-1-2601-002111,1319208
FKSSBY,LOC-1-2601-002172,1787650.4799999997
FKSSBY,LOC-1-2601-002272,1887912.18
FKSSBY,LOC-1-2602-000113,10483704
FKSSBY,LOC-1-2602-000438,9457074
FKSSBY,LOC-1-2602-000439,9108825
FKSSBY,LOC-1-2602-000440,9444996
FKSSBY,LOC-1-2602-000574,7029396
FKSSBY,LOC-1-2602-000612,1799453.4799999997
FKSSBY,LOC-1-2602-000613,1833199.852
FKSSBY,LOC-1-2602-000732,1783701.26
FKSSBY,LOC-1-2602-000802,1805686.7399999998
FKSSBY,LOC-1-2602-000826,8442522
FKSSBY,LOC-1-2602-000827,8814927
FKSSBY,LOC-1-2602-000828,8732394
FKSSBY,LOC-1-2602-000873,960825
FKSSBY,LOC-1-2602-000874,948405
FKSSBY,LOC-1-2602-000875,940125
FKSSBY,LOC-1-2602-000876,805575
FKSSBY,LOC-1-2602-000877,878715
FKSSBY,LOC-1-2602-000878,1065015
FKSSBY,LOC-1-2602-000879,1127805
FKSSBY,LOC-1-2602-000880,1058460
FKSSBY,LOC-1-2602-000881,1142985
FKSSBY,LOC-1-2602-000882,1040175
FKSSBY,LOC-1-2602-000883,1121595
FKSSBY,LOC-1-2602-000884,1060875
FKSSBY,LOC-1-2602-000885,1091925
FKSSBY,LOC-1-2602-000886,998085
FKSSBY,LOC-1-2602-000887,1012920
FKSSBY,LOC-1-2602-000888,1051905
FKSSBY,LOC-1-2602-000889,1038105
FKSSBY,LOC-1-2602-000890,994290
FKSSBY,LOC-1-2602-000891,1075365
FKSSBY,LOC-1-2602-000892,1090545
FKSSBY,LOC-1-2602-000893,1108485
FKSSBY,LOC-1-2602-000894,1080885
FKSSBY,LOC-1-2602-000895,967035
FKSSBY,LOC-1-2602-000896,966345
FKSSBY,LOC-1-2602-000897,1019820
FKSSBY,LOC-1-2602-000898,1066395
FKSSBY,LOC-1-2602-000899,1078125
FKSSBY,LOC-1-2602-000900,1000500
FKSSBY,LOC-1-2602-000901,988770
FKSSBY,LOC-1-2602-000902,1085370
FKSSBY,LOC-1-2602-000903,1020165
FKSSBY,LOC-1-2602-000904,997050
FKSSBY,LOC-1-2602-000905,1007400
FKSSBY,LOC-1-2602-000998,828800
FKSSBY,LOC-1-2602-000999,883050
FKSSBY,LOC-1-2602-001000,887600
FKSSBY,LOC-1-2602-001001,879550
FKSSBY,LOC-1-2602-001013,1666875
FKSSBY,LOC-1-2602-001014,1840865
FKSSBY,LOC-1-2602-001025,1809750
FKSSBY,LOC-1-2602-001028,1728470
FKSSBY,LOC-1-2602-001041,953580
FKSSBY,LOC-1-2602-001042,900450
FKSSBY,LOC-1-2602-001043,888030
FKSSBY,LOC-1-2602-001044,885270
FKSSBY,LOC-1-2602-001045,842835
FKSSBY,LOC-1-2602-001077,1002225
FKSSBY,LOC-1-2602-001078,938400
FKSSBY,LOC-1-2602-001079,977040
FKSSBY,LOC-1-2602-001080,949440
FKSSBY,LOC-1-2602-001081,906315
FKSSBY,LOC-1-2602-001128,1040175
FKSSBY,LOC-1-2602-001129,1065015
FKSSBY,LOC-1-2602-001130,1009815
FKSSBY,LOC-1-2602-001131,1040175
FKSSBY,LOC-1-2602-001132,1033620
FKSSBY,LOC-1-2602-001133,1013265
FKSSBY,LOC-1-2602-001134,1024650
FKSSBY,LOC-1-2602-001135,1032585
FKSSBY,LOC-1-2602-001136,1029135
FKSSBY,LOC-1-2602-001137,1015335
FKSSBY,LOC-1-2602-001194,821445
FKSSBY,LOC-1-2602-001195,873195
FKSSBY,LOC-1-2602-001196,796605
FKSSBY,LOC-1-2602-001197,744855
FKSSBY,LOC-1-2602-001229,750000
FKSSBY,LOC-1-2602-001240,750000
FKSSBY,LOC-1-2602-001314,1619250
FKSSBY,LOC-1-2602-001349,1005330
FKSSBY,LOC-1-2602-001350,955995
FKSSBY,LOC-1-2602-001351,883200
FKSSBY,LOC-1-2602-001352,1018785
FKSSBY,LOC-1-2602-001353,947370
FKSSBY,LOC-1-2602-001367,1049145
FKSSBY,LOC-1-2602-001368,914250
FKSSBY,LOC-1-2602-001369,951855
FKSSBY,LOC-1-2602-001370,951165
FKSSBY,LOC-1-2602-001371,998085
FKSSBY,LOC-1-2602-001372,1029825
FKSSBY,LOC-1-2602-001376,977730
FKSSBY,LOC-1-2602-001377,1056735
FKSSBY,LOC-1-2602-001378,1077435
FKSSBY,LOC-1-2602-001379,836280
FKSSBY,LOC-1-2602-001380,985665
FKSSBY,LOC-1-2602-001406,1796346.42
FKSSBY,LOC-1-2602-001407,1808544.9799999997
FKSSBY,LOC-1-2602-001408,750000
FKSSBY,LOC-1-2602-001424,1580515
FKSSBY,LOC-1-2602-001425,1669415
FKSSBY,LOC-1-2602-001426,1614170
FKSSBY,LOC-1-2602-001427,1579245
FKSSBY,LOC-1-2602-001428,1616075
FKSSBY,LOC-1-2602-001444,1611630
FKSSBY,LOC-1-2602-001445,1663700
FKSSBY,LOC-1-2602-001446,1678940
FKSSBY,LOC-1-2602-001447,1635125
FKSSBY,LOC-1-2602-001448,1729105
FKSSBY,LOC-1-2602-001460,1074330
FKSSBY,LOC-1-2602-001461,1083990
FKSSBY,LOC-1-2602-001462,1022235
FKSSBY,LOC-1-2602-001463,1065015
FKSSBY,LOC-1-2602-001464,1093995
FKSSBY,LOC-1-2602-001466,920460
FKSSBY,LOC-1-2602-001468,1090200
FKSSBY,LOC-1-2602-001469,1083300
FKSSBY,LOC-1-2602-001554,964600
FKSSBY,LOC-1-2602-001555,940450
FKSSBY,LOC-1-2602-001651,1058805
FKSSBY,LOC-1-2602-001652,1066050
FKSSBY,LOC-1-2602-001653,1142985
FKSSBY,LOC-1-2602-001655,1060875
FKSSBY,LOC-1-2602-001656,1066395
FKSSBY,LOC-1-2602-001657,1065705
FKSSBY,LOC-1-2602-001658,1038795
FKSSBY,LOC-1-2602-001660,1093650
FKSSBY,LOC-1-2602-001661,1037415
FKSSBY,LOC-1-2602-001662,1085025
FKSSBY,LOC-1-2602-001666,1076055
FKSSBY,LOC-1-2602-001667,1074675
FKSSBY,LOC-1-2602-001668,1105380
FKSSBY,LOC-1-2602-001669,1081230
FKSSBY,LOC-1-2602-001671,1070190
FKSSBY,LOC-1-2602-001672,1041555
FKSSBY,LOC-1-2602-001673,1065705
FKSSBY,LOC-1-2602-001674,1076400
FKSSBY,LOC-1-2602-001675,1854200
FKSSBY,LOC-1-2602-001676,1845310
FKSSBY,LOC-1-2602-001677,1819910
FKSSBY,LOC-1-2602-001678,1829435
FKSSBY,LOC-1-2602-001679,1617980
FKSSBY,LOC-1-2602-001680,872160
FKSSBY,LOC-1-2602-001681,913905
FKSSBY,LOC-1-2602-001682,1715135
FKSSBY,LOC-1-2602-001694,1790700
FKSSBY,LOC-1-2602-001715,1063980
FKSSBY,LOC-1-2602-001716,1108140
FKSSBY,LOC-1-2602-001717,1086750
FKSSBY,LOC-1-2602-001718,1030860
FKSSBY,LOC-1-2602-001719,1062600
FKSSBY,LOC-1-2602-001720,1096755
FKSSBY,LOC-1-2602-001721,994980
FKSSBY,LOC-1-2602-001722,990495
FKSSBY,LOC-1-2602-001723,979110
FKSSBY,LOC-1-2602-001724,1044660
FKSSBY,LOC-1-2602-001727,929085
FKSSBY,LOC-1-2602-001728,1042935
FKSSBY,LOC-1-2602-001918,2451540
FKSSBY,LOC-1-2602-001919,2362620
FKSSBY,LOC-1-2602-001920,2461680
FKSSBY,LOC-1-2602-001921,2381340
FKSSBY,LOC-1-2602-001922,2385240
FKSSBY,LOC-1-2602-001923,2414880
FKSSBY,LOC-1-2602-001924,2354040
FKSSBY,LOC-1-2602-001926,2375880
FKSSBY,LOC-1-2602-001927,2350920
FKSSBY,LOC-1-2602-001928,2440620
FKSSBY,LOC-1-2602-001929,2364960
FKSSBY,LOC-1-2602-001930,2432040
FKSSBY,LOC-1-2602-001931,2524860
FKSSBY,LOC-1-2602-001932,2415660
FKSSBY,LOC-1-2602-001933,2344680
FKSSBY,LOC-1-2602-001934,2234700
FKSSBY,LOC-1-2602-001937,1929130
FKSSBY,LOC-1-2602-001938,1781175
FKSSBY,LOC-1-2602-001939,1854200
FKSSBY,LOC-1-2602-001940,1785620
FKSSBY,LOC-1-2602-001941,854075
FKSSBY,LOC-1-2602-001945,920460
FKSSBY,LOC-1-2602-001946,913905
FKSSBY,LOC-1-2602-001947,939435
FKSSBY,LOC-1-2602-001948,878715
FKSSBY,LOC-1-2602-001949,895965
FKSSBY,LOC-1-2602-001954,909765
FKSSBY,LOC-1-2602-001955,958410
FKSSBY,LOC-1-2602-002037,8647848
FKSSBY,LOC-1-2602-002038,8690121
FKSSBY,LOC-1-2602-002040,940815
FKSSBY,LOC-1-2602-002042,942540
FKSSBY,LOC-1-2602-002043,936330
FKSSBY,LOC-1-2602-002044,994980
FKSSBY,LOC-1-2602-002045,932880
FKSSBY,LOC-1-2602-002046,1013955
FKSSBY,LOC-1-2602-002048,1046040
FKSSBY,LOC-1-2602-002049,1042590
FKSSBY,LOC-1-2602-002050,979800
FKSSBY,LOC-1-2602-002051,2354820
FKSSBY,LOC-1-2602-002052,2174640
FKSSBY,LOC-1-2602-002055,2360280
FKSSBY,LOC-1-2602-002056,2405520
FKSSBY,LOC-1-2602-002057,2359500
FKSSBY,LOC-1-2602-002058,2352480
FKSSBY,LOC-1-2602-002059,2243280
FKSSBY,LOC-1-2602-002064,2295540
FKSSBY,LOC-1-2602-002098,1975119
FKSSBY,LOC-1-2602-002101,1844891.8399999999
FKSSBY,LOC-1-2602-002127,1640464.0000000002
FKSSBY,LOC-1-2602-002128,1520960.0000000002
FKSSBY,LOC-1-2602-002297,1028445
FKSSBY,LOC-1-2602-002298,987045
FKSSBY,LOC-1-2602-002299,984285
FKSSBY,LOC-1-2602-002301,1016715
FKSSBY,LOC-1-2602-002302,993600
FKSSBY,LOC-1-2602-002303,998085
FKSSBY,LOC-1-2602-002304,1028790
FKSSBY,LOC-1-2602-002305,1047420
FKSSBY,LOC-1-2602-002306,1026375
FKSSBY,LOC-1-2602-002308,2304120
FKSSBY,LOC-1-2602-002309,2243280
FKSSBY,LOC-1-2602-002310,2260440
FKSSBY,LOC-1-2602-002311,2324400
FKSSBY,LOC-1-2602-002312,2363400
FKSSBY,LOC-1-2602-002313,2198820
FKSSBY,LOC-1-2602-002314,2065440
FKSSBY,LOC-1-2602-002340,2076774
FKSSBY,LOC-1-2602-002344,2102376
FKSSBY,LOC-1-2602-002355,1288063
FKSSBY,LOC-1-2602-002384,1027065
FKSSBY,LOC-1-2602-002385,1052250
FKSSBY,LOC-1-2602-002483,418485
FKSSBY,LOC-1-2602-002484,423315
FKSSBY,LOC-1-2602-002485,976350
FKSSBY,LOC-1-2602-002486,984285
FKSSBY,LOC-1-2602-002497,1268280
FKSSBY,LOC-1-2602-002498,999120
FKSSBY,LOC-1-2602-002499,984285
FKSSBY,LOC-1-2602-002500,957720
FKSSBY,LOC-1-2602-002502,818300
FKSSBY,LOC-1-2602-002544,2140026
FKSSBY,LOC-1-2602-002546,2148309
FKSSBY,LOC-1-2602-002547,2114424
FKSSBY,LOC-1-2602-002548,2125719
FKSSBY,LOC-1-2602-002549,2115930
FKSSBY,LOC-1-2602-002550,2098611
FKSSBY,LOC-1-2602-002597,2078280
FKSSBY,LOC-1-2602-002598,2035359
FKSSBY,LOC-1-2602-002701,2049666
FKSSBY,LOC-1-2602-002702,2103129
FKSSBY,LOC-1-2602-002703,2115930
FKSSBY,LOC-1-2602-002704,2092587
FKSSBY,LOC-1-2602-002705,2076021
FKSSBY,LOC-1-2602-002706,2109906
FKSSBY,LOC-1-2602-002707,2128731
FKSSBY,LOC-1-2602-002718,2145297
FKSSBY,LOC-1-2603-000040,2103882
FKSSBY,LOC-1-2603-000041,2169393
FKSSBY,LOC-1-2603-000042,2150568
FKSSBY,LOC-1-2603-000043,2246952
FKSSBY,LOC-1-2603-000044,2255988
FKSSBY,LOC-1-2603-000045,2155086
FKSSBY,LOC-1-2603-000046,2201772
FKSSBY,LOC-1-2603-000047,2184453
FKSSBY,LOC-1-2603-000048,2222103
FKSSBY,LOC-1-2603-000049,2195748
FKSSBY,LOC-1-2603-000050,2165628
FKSSBY,LOC-1-2603-000051,2214573
FKSSBY,LOC-1-2603-000052,2207796
FKSSBY,LOC-1-2603-000077,5724972
FKSSBY,LOC-1-2603-000078,5380749
FKSSBY,LOC-1-2603-000079,5608218
FKSSBY,LOC-1-2603-000080,5594127
FKSSBY,LOC-1-2603-000081,5559906
FKSSBY,LOC-1-2603-000082,5610231
FKSSBY,LOC-1-2603-000083,5493477
FKSSBY,LOC-1-2603-000084,5803479
FKSSBY,LOC-1-2603-000085,5658543
FKSSBY,LOC-1-2603-000086,5652504
FKSSBY,LOC-1-2603-000087,5573997
FKSSBY,LOC-1-2603-000088,5662569
FKSSBY,LOC-1-2603-000089,5823609
FKSSBY,LOC-1-2603-000090,5720946
FKSSBY,LOC-1-2603-000091,5733024
FKSSBY,LOC-1-2603-000094,675000
FKSSBY,LOC-1-2603-000095,470000
FKSSBY,LOC-1-2603-000096,235000
FKSSBY,LOC-1-2603-000097,470000
FKSSBY,LOC-1-2603-000098,470000
FKSSBY,LOC-1-2603-000100,328000
FKSSBY,LOC-1-2603-000101,675000
FKSSBY,LOC-1-2603-000102,435000
FKSSBY,LOC-1-2603-000103,435000
FKSSBY,LOC-1-2603-000104,445000
FKSSBY,LOC-1-2603-000105,470000
FKSSBY,LOC-1-2603-000108,1477450
FKSSBY,LOC-1-2603-000109,1469000
FKSSBY,LOC-1-2603-000110,1375400
FKSSBY,LOC-1-2603-000111,1548950
FKSSBY,LOC-1-2603-000112,1574950
FKSSBY,LOC-1-2603-000113,1465100
FKSSBY,LOC-1-2603-000114,1537900
FKSSBY,LOC-1-2603-000115,1496300
FKSSBY,LOC-1-2603-000116,1630850
FKSSBY,LOC-1-2603-000117,1495650
FKSSBY,LOC-1-2603-000118,1482650
FKSSBY,LOC-1-2603-000119,1535300
FKSSBY,LOC-1-2603-000120,1582100
FKSSBY,LOC-1-2603-000121,1540500
FKSSBY,LOC-1-2603-000122,1551550
FKSSBY,LOC-1-2603-000123,1458600
FKSSBY,LOC-1-2603-000124,1506700
FKSSBY,LOC-1-2603-000125,1602250
FKSSBY,LOC-1-2603-000126,1502800
FKSSBY,LOC-1-2603-000127,1431300
FKSSBY,LOC-1-2603-000128,1336160
FKSSBY,LOC-1-2603-000129,1263360
FKSSBY,LOC-1-2603-000130,1413440
FKSSBY,LOC-1-2603-000131,1312640
FKSSBY,LOC-1-2603-000132,1423520
FKSSBY,LOC-1-2603-000133,1316000
FKSSBY,LOC-1-2603-000134,1268960
FKSSBY,LOC-1-2603-000135,1180480
FKSSBY,LOC-1-2603-000136,1311520
FKSSBY,LOC-1-2603-000137,1384320
FKSSBY,LOC-1-2603-000138,5527698
FKSSBY,LOC-1-2603-000139,5519646
FKSSBY,LOC-1-2603-000140,5525685
FKSSBY,LOC-1-2603-000141,5594127
FKSSBY,LOC-1-2603-000142,5553867
FKSSBY,LOC-1-2603-000143,5745102
FKSSBY,LOC-1-2603-000144,5451204
FKSSBY,LOC-1-2603-000145,5408931
FKSSBY,LOC-1-2603-000146,5664582
FKSSBY,LOC-1-2603-000147,5638413
FKSSBY,LOC-1-2603-000148,5561919
FKSSBY,LOC-1-2603-000149,5479386
FKSSBY,LOC-1-2603-000150,5485425
FKSSBY,LOC-1-2603-000151,2238669
FKSSBY,LOC-1-2603-000152,1763687.2
FKSSBY,LOC-1-2603-000157,1660750
FKSSBY,LOC-1-2603-000158,1527500
FKSSBY,LOC-1-2603-000159,1452100
FKSSBY,LOC-1-2603-000160,1488500
FKSSBY,LOC-1-2603-000161,1436500
FKSSBY,LOC-1-2603-000162,1382550
FKSSBY,LOC-1-2603-000163,1409200
FKSSBY,LOC-1-2603-000164,1430000
FKSSBY,LOC-1-2603-000165,1436500
FKSSBY,LOC-1-2603-000166,1643200
FKSSBY,LOC-1-2603-000167,1480050
FKSSBY,LOC-1-2603-000168,1407900
FKSSBY,LOC-1-2603-000169,1537250
FKSSBY,LOC-1-2603-000170,1773200
FKSSBY,LOC-1-2603-000171,1541150
FKSSBY,LOC-1-2603-000172,1500850
FKSSBY,LOC-1-2603-000173,1595750
FKSSBY,LOC-1-2603-000174,1476150
FKSSBY,LOC-1-2603-000175,1472900
FKSSBY,LOC-1-2603-000176,1614600
FKSSBY,LOC-1-2603-000177,470000
FKSSBY,LOC-1-2603-000178,675000
FKSSBY,LOC-1-2603-000179,1196160
FKSSBY,LOC-1-2603-000180,1281280
FKSSBY,LOC-1-2603-000181,1169280
FKSSBY,LOC-1-2603-000182,1283520
FKSSBY,LOC-1-2603-000183,1397760
FKSSBY,LOC-1-2603-000184,1338400
FKSSBY,LOC-1-2603-000185,1225280
FKSSBY,LOC-1-2603-000186,1226400
FKSSBY,LOC-1-2603-000187,1270080
FKSSBY,LOC-1-2603-000188,1244320
FKSSBY,LOC-1-2603-000189,1288000
FKSSBY,LOC-1-2603-000190,1454880
FKSSBY,LOC-1-2603-000191,1247680
FKSSBY,LOC-1-2603-000192,1459250
FKSSBY,LOC-1-2603-000193,1706250
FKSSBY,LOC-1-2603-000194,1544400
FKSSBY,LOC-1-2603-000195,1448850
FKSSBY,LOC-1-2603-000196,1498250
FKSSBY,LOC-1-2603-000197,1417000
FKSSBY,LOC-1-2603-000198,1507350
FKSSBY,LOC-1-2603-000199,1589250
FKSSBY,LOC-1-2603-000200,1432600
FKSSBY,LOC-1-2603-000201,1735500
FKSSBY,LOC-1-2603-000202,1765288.5799999998
FKSSBY,LOC-1-2603-000203,1812000
FKSSBY,LOC-1-2603-000204,1383030
FKSSBY,LOC-1-2603-000205,1384515
FKSSBY,LOC-1-2603-000206,1394415
FKSSBY,LOC-1-2603-000207,1364220
FKSSBY,LOC-1-2603-000208,1363725
FKSSBY,LOC-1-2603-000209,1389960
FKSSBY,LOC-1-2603-000210,1578850
FKSSBY,LOC-1-2603-000211,1618500
FKSSBY,LOC-1-2603-000212,1567150
FKSSBY,LOC-1-2603-000213,1574950
FKSSBY,LOC-1-2603-000214,1661400
FKSSBY,LOC-1-2603-000215,1613950
FKSSBY,LOC-1-2603-000216,1740050
FKSSBY,LOC-1-2603-000217,1600300
FKSSBY,LOC-1-2603-000218,1799200
FKSSBY,LOC-1-2603-000219,1649700
FKSSBY,LOC-1-2603-000220,1347360
FKSSBY,LOC-1-2603-000221,1309280
FKSSBY,LOC-1-2603-000222,1164800
FKSSBY,LOC-1-2603-000223,1266720
FKSSBY,LOC-1-2603-000224,1227520
FKSSBY,LOC-1-2603-000225,2146803
FKSSBY,LOC-1-2603-000226,2134755
FKSSBY,LOC-1-2603-000227,2068491
FKSSBY,LOC-1-2603-000228,2085810
FKSSBY,LOC-1-2603-000229,2178429
FKSSBY,LOC-1-2603-000230,2112918
FKSSBY,LOC-1-2603-000231,1509950
FKSSBY,LOC-1-2603-000232,1372800
FKSSBY,LOC-1-2603-000233,1455350
FKSSBY,LOC-1-2603-000234,1608750
FKSSBY,LOC-1-2603-000235,1548300
FKSSBY,LOC-1-2603-000236,1684150
FKSSBY,LOC-1-2603-000237,1331850
FKSSBY,LOC-1-2603-000238,1366950
FKSSBY,LOC-1-2603-000239,1541150
FKSSBY,LOC-1-2603-000240,1618500
FKSSBY,LOC-1-2603-000241,1490450
FKSSBY,LOC-1-2603-000242,1496300
FKSSBY,LOC-1-2603-000243,1447550
FKSSBY,LOC-1-2603-000244,1482650
FKSSBY,LOC-1-2603-000245,1537900
FKSSBY,LOC-1-2603-000246,1506050
FKSSBY,LOC-1-2603-000247,1419600
FKSSBY,LOC-1-2603-000248,1549600
FKSSBY,LOC-1-2603-000249,1581450
FKSSBY,LOC-1-2603-000250,1624350
FKSSBY,LOC-1-2603-000253,125000
FKSSBY,LOC-1-2603-000254,1135680
FKSSBY,LOC-1-2603-000255,1201760
FKSSBY,LOC-1-2603-000256,1539200
FKSSBY,LOC-1-2603-000257,1567150
FKSSBY,LOC-1-2603-000258,1495000
